training_steps,training_tokens,training_loss,walltime,gputime,learning_rate
582473,2443068833792,2.192936964035034,291775.7092001438,74694581.55523682,0.0003000000142492354
584548,2451772014592,2.185805721282959,292722.25061798096,74936896.15820312,0.0003000000142492354
587133,2462614290432,2.187266454696655,293840.27556443214,75223110.54449463,0.0003000000142492354
589153,2471086784512,2.1851776790618898,294704.8650922775,75444445.46362305,0.0003000000142492354
591548,2481132142592,2.1846962642669676,295704.8694553375,75700446.5805664,0.0003000000142492354
592708,2485997535232,2.1857069969177245,296217.72893214226,75831738.60662842,0.0003000000142492354
594393,2493064937472,2.186142797470093,296918.72727656364,76011194.1828003,0.0003000000142492354
596848,2503361953792,2.1885566902160645,298029.90398430824,76295655.41998291,0.0003000000142492354
598798,2511540846592,2.1897149085998535,298891.9684329033,76516343.91882324,0.0003000000142492354
601063,2521040945152,2.1931787490844727,299867.06476712227,76765968.5803833,0.0003000000142492354
602533,2527206572032,2.18790020942688,300492.5419845581,76926090.74804688,0.0003000000142492354
603893,2532910825472,2.184853343963623,301127.28126072884,77088584.00274658,0.0003000000142492354
605403,2539244224512,2.1858787441253664,301809.8416366577,77263319.45898438,0.0003000000142492354
607003,2545955110912,2.1824919509887697,302497.3786046505,77439328.92279053,0.0003000000142492354
609253,2555392294912,2.1887872982025147,303503.46745991707,77696887.66973877,0.0003000000142492354
610693,2561432092672,2.1846531105041502,304129.37957549095,77857121.17132568,0.0003000000142492354
612338,2568331722752,2.189862871170044,304831.3271358013,78036819.74676514,0.0003000000142492354
613793,2574434435072,2.185150146484375,305499.07912516594,78207764.25604248,0.0003000000142492354
615398,2581166292992,2.185614137649536,306174.34551382065,78380632.45153809,0.0003000000142492354
617268,2589009641472,2.1878176021575926,306962.73024344444,78582458.94232178,0.0003000000142492354
619163,2596957847552,2.1841771030426025,307804.09446144104,78797848.1821289,0.0003000000142492354
620968,2604528566272,2.1870311641693116,308596.525601387,79000710.55395508,0.0003000000142492354
622583,2611302367232,2.187695360183716,309321.1887755394,79186224.32653809,0.0003000000142492354
624368,2618789199872,2.1879890727996827,310081.6780450344,79380909.57952881,0.0003000000142492354
626823,2629086216192,2.186701898574829,311149.22976636887,79654202.82019043,0.0003000000142492354
628158,2634685612032,2.1887360858917235,311768.6791779995,79812781.86956787,0.0003000000142492354
630328,2643787251712,2.1915518474578857,312823.52689409256,80082822.8848877,0.0003000000142492354
631958,2650623967232,2.1853222274780273,313565.62670612335,80272800.43676758,0.0003000000142492354
633868,2658635087872,2.1849842739105223,314427.13053131104,80493345.41601562,0.0003000000142492354
635728,2666436493312,2.184267864227295,315254.41692376137,80705130.73248291,0.0003000000142492354
637303,2673042522112,2.1851954460144043,315954.2995657921,80884300.68884277,0.0003000000142492354
638798,2679313006592,2.1889802551269533,316618.59859490395,81054361.24029541,0.0003000000142492354
640318,2685688348672,2.1848841857910157,317294.15902996063,81227304.71166992,0.0003000000142492354
642088,2693112266752,2.1893636131286622,318118.50509905815,81438337.30535889,0.0003000000142492354
643438,2698774577152,2.185951681137085,318704.39323329926,81588324.66772461,0.0003000000142492354
645113,2705800036352,2.188067617416382,319509.0665509701,81794321.03704834,0.0003000000142492354
648038,2718068375552,2.1890370655059814,320794.27166843414,82123333.54711914,0.0003000000142492354
650193,2727107100672,2.1812117099761963,321789.3735911846,82378079.63934326,0.0003000000142492354
651863,2734111588352,2.1854547023773194,322607.29285144806,82587466.9699707,0.0003000000142492354
653603,2741409677312,2.186570043563843,323378.14892196655,82784806.12402344,0.0003000000142492354
655848,2750825889792,2.1867375278472903,324377.32908272743,83040596.24517822,0.0003000000142492354
657908,2759466156032,2.183505153656006,325370.6866505146,83294895.78253174,0.0003000000142492354
659168,2764750979072,2.1800375747680665,325909.372017622,83432799.23651123,0.0003000000142492354
661158,2773097644032,2.181641111373901,326824.7677066326,83667140.53289795,0.0003000000142492354
662923,2780500590592,2.1862672328948975,327672.2872915268,83884105.54663086,0.0003000000142492354
665158,2789874860032,2.1824553298950193,328725.13030552864,84153633.35821533,0.0003000000142492354
666503,2795516198912,2.1909253787994385,329345.1054968834,84312347.00720215,0.0003000000142492354
669218,2806903734272,2.182400360107422,330529.26084542274,84615490.77642822,0.0003000000142492354
671168,2815082627072,2.182623167037964,331418.9704897404,84843256.44537354,0.0003000000142492354
673048,2822967918592,2.182759084701538,332248.96955275536,85055736.20550537,0.0003000000142492354
674398,2828630228992,2.190033082962036,332844.5427134037,85208202.93463135,0.0003000000142492354
676148,2835970260992,2.1821972846984865,333625.1483120918,85408037.96789551,0.0003000000142492354
677588,2842010058752,2.182282829284668,334297.20883750916,85580085.46240234,0.0003000000142492354
679233,2848909688832,2.1840871715545656,335072.75289440155,85778624.7409668,0.0003000000142492354
680908,2855935148032,2.182371950149536,335794.1767420769,85963309.24597168,0.0003000000142492354
682553,2862834778112,2.1817188262939453,336586.0843279362,86166037.58795166,0.0003000000142492354
684313,2870216753152,2.178995428085327,337377.69975686073,86368691.13775635,0.0003000000142492354
685973,2877179297792,2.181904878616333,338131.36981987953,86561630.67388916,0.0003000000142492354
687733,2884561272832,2.178824815750122,338900.88255906105,86758625.93511963,0.0003000000142492354
689668,2892677251072,2.1813126850128173,339879.3024446964,87009101.42584229,0.0003000000142492354
691563,2900625457152,2.1862668895721438,340733.438996315,87227760.38305664,0.0003000000142492354
693448,2908531720192,2.1824787521362303,341563.870647192,87440350.88568115,0.0003000000142492354
695253,2916102438912,2.1811652851104735,342375.43139123917,87648110.43615723,0.0003000000142492354
696768,2922456809472,2.1822176456451414,343098.39170718193,87833188.27703857,0.0003000000142492354
698683,2930488901632,2.181321897506714,343994.3377687931,88062550.46881104,0.0003000000142492354
700593,2938500022272,2.1860412406921386,344856.6772379875,88283309.3729248,0.0003000000142492354
702143,2945001193472,2.184110469818115,345571.294011116,88466251.2668457,0.0003000000142492354
703378,2950181158912,2.1828986263275145,346142.5874915123,88612502.39782715,0.0003000000142492354
705388,2958611709952,2.1886866378784178,347092.49561572075,88855678.87762451,0.0003000000142492354
707373,2966937403392,2.179878911972046,348080.61870360374,89108638.38812256,0.0003000000142492354
709128,2974298406912,2.1837856864929197,348924.30420541763,89324621.87658691,0.0003000000142492354
711023,2982246612992,2.183003330230713,349771.5885307789,89541526.6638794,0.0003000000142492354
713758,2993718034432,2.183171577453613,350868.0468919277,89822220.0043335,0.0003000000142492354
715783,3002211500032,2.1820038509368898,351760.72085762024,90050744.53955078,0.0003000000142492354
